file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
nep_2099_8217204773,0.0,8.166333333333334,mfa_input,-49.48657913861689,-49.99267628681229,5.368475241887697,10.238832084766596
nep_0546_2843404972,0.0,4.424333333333333,mfa_input,-47.01266438065611,-49.72962707519531,5.368475241887697,9.155339897759024
nep_6834_1529067656,0.0,8.601666666666667,mfa_input,-50.36314044331395,-51.83880906105041,5.343403373836207,2.6924264594110063
nep_0546_3899362644,0.0,1.8106666666666666,mfa_input,-47.76140042299724,-49.80409461573551,5.342925055420695,4.646263482766143
nep_0546_5150629786,0.0,6.370333333333333,mfa_input,-47.3586697900314,-48.41554173883402,5.342923584328341,5.775867723595299
nep_0546_2106804279,0.0,3.3916666666666666,mfa_input,-47.63713933443953,-46.55653176988874,5.3429221132359865,13.041768532399907
nep_6834_3644019975,0.0,5.074,mfa_input,-49.668511926775146,-50.53919701349167,5.342916228866571,5.518690785278695
nep_5687_7158273713,0.0,13.838333333333333,mfa_input,-49.790851923771676,-51.63577309004757,5.3392568360907084,6.045369712405298
nep_0546_0356947146,0.0,9.836666666666666,mfa_input,-48.383269023119915,-49.78493547439575,5.332520389541576,5.917350918057203
nep_3614_0952720080,0.0,3.417666666666667,mfa_input,-47.90711805555556,-48.40471329227571,5.320196076851619,7.792028023651385
nep_9407_1645226568,0.0,4.106,mfa_input,-49.387835500304135,-50.20402662489149,5.320195238618661,14.942810211739909
nep_3614_7396476371,0.0,2.65,mfa_input,-49.12843455188679,-51.09643949781145,5.320194400385701,9.278052820291549
nep_3960_3325374060,0.0,3.1626666666666665,mfa_input,-45.33892899525316,-48.00160415084274,5.277318544381031,6.697955800011927
nep_3960_6536673163,0.0,8.769333333333334,mfa_input,-47.62019847491448,-48.00076763804366,5.27731563021104,7.307468141585966
nep_3960_0138272667,0.0,5.213666666666667,mfa_input,-49.68471464131478,-51.70821618134121,5.265922069065317,3.394381314746342
nep_2099_2651306388,0.0,8.337333333333333,mfa_input,-45.769212754796165,-46.30032007694244,5.265922069065317,4.498458946514845
nep_2099_5919356064,0.0,5.269333333333333,mfa_input,-47.630796370967744,-48.37683463096619,5.265922069065317,2.941271936958179
nep_0546_4405770244,0.0,6.81,mfa_input,-47.20340893447136,-46.71706315947742,5.265922069065317,12.516936360801436
nep_3997_2276753961,0.0,11.648666666666667,mfa_input,-49.3666543723176,-50.69154018163681,5.265922069065317,6.8768380366824005
nep_6834_7766238939,0.0,5.409666666666666,mfa_input,-44.83131281769871,-46.05278441485237,5.265922069065317,6.436594643991283
nep_3614_3665230383,0.0,6.620666666666667,mfa_input,-45.8594310564577,-46.67131549119949,5.265922069065317,9.749724081396135
nep_2099_8994880722,0.0,8.805333333333333,mfa_input,-46.34043345629966,-48.81258615633337,5.265922069065317,14.512354730526999
nep_0546_3543759936,0.0,6.374333333333333,mfa_input,-46.80064940639718,-48.22452458248863,5.2659193440646535,5.166772110215181
nep_0283_9497646917,0.0,9.744333333333334,mfa_input,-50.948970097535934,-52.721029304055605,5.265917300314156,4.283814845443137
nep_3614_9357677107,0.0,5.51,mfa_input,-50.29294039246824,-51.61045046719638,5.26591661906399,7.190247594441068
nep_6329_8768926311,0.0,6.164,mfa_input,-54.02975979099026,-53.66618415957591,5.26591661906399,15.77838749768344
nep_3154_8810949217,0.0,4.289,mfa_input,-51.81137547348485,-52.50432373305499,5.26591661906399,9.929626721084048
